ingredients,rating
"ice-cubes,gin,blue-curacao,bitter",46
"ice-cubes,dark-rum-aged,milk,simple-syrup",16
"ice-cubes,absolut-vodka,vermouth-sweet,cherry-liqueur,lemon",13
"ice-cubes,gin,blue-curacao,lemon-juice,orgeat-almond-syrup",64
"ice-cubes,milk,triple-sec,soda-water,simple-syrup,apricot",30
"ice-cubes,gin,amaretto,strawberry-syrup,strawberry-liqueur,pineapple-juice,apple,lemon,pineapple",41
"ice-cubes,gin,cherry-brandy,vermouth-sweet",10
"ice-cubes,brandy,pineapple-juice,triple-sec,hazelnut-liqueur,maraschino-berry",42
"crushed-ice,maraschino-liqueur,egg-liqueur",14
"ice-cubes,absolut-vodka,blue-curacao",32
"crushed-ice,dry-vermouth,gin,green-mint-liqueur",10
"ice-cubes,cognac,vermouth-sweet,benedictine-dom",20
"ice-cubes,absolut-vodka,lemon-juice,pineapple-juice,blue-curacao,pineapple",40
"ice-cubes,absolut-vodka,lime-juice,calvados,simple-syrup,apple",33
"ice-cubes,gin,banana-liqueur,st-raphael,cream",11
"ice-cubes,banana-liqueur,blue-curacao,hazelnut-liqueur",22
"ice-cubes,applejack,banana-liqueur,lime-juice,banana",10
"ice-cubes,rye-whiskey,apricot-brandy,maraschino-berry",43
"ice-cubes,aquavit,lime-juice,cherry-brandy,egg-white,simple-syrup",20
"ice-cubes,cognac,blue-curacao,cream,maraschino-liqueur",22
"ice-cubes,gin,blue-curacao,pastis,pineapple",33
"ice-cubes,absolut-vodka,blue-curacao,coconut-syrup,pineapple-juice,maraschino-berry",48
"ice-cubes,gin,blue-curacao,orange-bitters",33
"ice-cubes,gin,dry-vermouth,orange-juice,vermouth-sweet,pastis,orange",10
"ice-cubes,absolut-vodka,blue-curacao,milk",38
"ice-cubes,gin,lemon-juice,blue-curacao,maraschino-berry",44
"ice-cubes,scotch-whisky,anisette,green-mint-liqueur,simple-syrup,bitters",22
"ice-cubes,canadian-whisky,vermouth-sweet,whisky-honey-liqueur-drambuie,yellow-chartreuse",14
"ice-cubes,absolut-vodka,cream,lime-juice,simple-syrup,champagne,raspberry",44
"gin,dubonnet,sherry",16
"ice-cubes,absolut-vodka,black-raspberry-liqueur,raspberry-puree,cream",43
"ice-cubes,dark-rum-of-jamaican-type,triple-sec,lemon-juice",32
"absolut-grapevine,light-cranberry-juice,light-orange-juice,lime-juice,lime",50
"absolut-vodka,hot-sauce,beer",1
"ice-cubes,absolut-kurant,lime-juice,cider",20
"ice-cubes,absolut-orient-apple,avocado,sugar-superfine",50
"crushed-ice,absolut-citron,lemon-juice,lemon-verbena,sugar-superfine,lemon-lime-soda,lemon",50
"ice-cubes,absolut-peppar,lemon-juice,basil,sugar-superfine,chilean-hot-pepper",50
"ice-cubes,cognac,triple-sec,champagne",52
"ice-cubes,absolut-vodka,campari,lemon-juice,triple-sec,champagne,maraschino-berry",40
"ice-cubes,absolut-vanilia,lime-juice,simple-syrup,pineapple-juice",44
"ice-cubes,cognac,light-rum,triple-sec,lemon-juice,lemon",78
"crushed-ice,absolut-mandrin,syrup-de-gomme,orange",50
"ice-cubes,absolut-vodka,dark-rum-of-jamaican-type,lemon-juice,passionfruit-juice,lemon",10
"ice-cubes,gin,apricot-brandy,passionfruit-juice,bitters",50
"ice-cubes,light-rum,galliano,passionfruit-juice,egg-white,lemon-juice",30
"ice-cubes,gin,campari,triple-sec,passionfruit-juice",44
"ice-cubes,scotch-whisky,passionfruit-juice,maraschino-berry",16
"ice-cubes,light-rum,passionfruit-juice,bitters,simple-syrup,passionfruit",40
"ice-cubes,gin,peach-liqueur,passionfruit-juice,maraschino-berry",33
"ice-cubes,dry-vermouth,gin,passionfruit-juice,maraschino-berry",50
"ice-cubes,dry-vermouth,gin,banana-liqueur,passionfruit-juice,lemon,maraschino-berry",30
"ice-cubes,crushed-ice,absolut-mandrin,scotch-whisky,passionfruit-juice,chilean-hot-pepper",50
"ice-cubes,gin,passionfruit-juice",20
"ice-cubes,gin,passionfruit-juice,lime-juice,simple-syrup,lemon",52
"ice-cubes,dark-rum-aged,lemon-juice,passionfruit-juice,simple-syrup",43
"ice-cubes,gin,dry-vermouth,orange-curacao,passionfruit-juice",20
"ice-cubes,dark-rum-of-jamaican-type,orange-flavored-brandy,passionfruit-juice,champagne,cranberry-juice,lemon-juice",50
"ice-cubes,gin,orange-flavored-brandy,passionfruit-juice,grenadine",22
"ice-cubes,light-rum,passionfruit-juice,lime-juice,egg-white",41
"ice-cubes,carrot-juice,passionfruit-juice,lemon-juice,worcestershire-sauce,runny-honey,basil,cherry-tomato",40
"ice-cubes,gin,white-wine,passionfruit-juice,orange-curacao,ginger-ale",33
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,pomegranate-juice,soda-water",50
"ice-cubes,crushed-ice,absolut-citron,mango-puree,lime-juice,mango",55
"ice-cubes,absolut-vodka,lemon-juice,orgeat-almond-syrup,egg-white,raspberry-jam",50
"ice-cubes,crushed-ice,absolut-mandrin,orange-juice,triple-sec,orange",80
"ice-cubes,absolut-grapevine,simple-syrup,lemon-juice,soda-water,lemon",50
"crushed-ice,absolut-vodka,lemon-juice,passionfruit-pure,soda-water,flowers-edible,passionfruit",53
"crushed-ice,lime-juice,simple-syrup,water,strawberry,lime",50
"ice-cubes,absolut-vodka,lime-cordial,lime",41
"ice-cubes,water",50
"ice-cubes,absolut-kurant,blackberry-syrup,prosecco,blackberry",51
"ice-cubes,scotch-whisky,whisky-honey-liqueur-drambuie,lemon",55
champagne,50
"lemon-juice,orange-bitters,champagne,lemon",55
"simple-syrup,black-currant,sparkly-grape",65
"ice-cubes,lime-juice,ginger-ale,lime",65
"black-currant-liqueur,champagne",60
"ice-cubes,cognac,lemon-juice,simple-syrup,maraschino-liqueur,triple-sec,bitters",80
"ice-cubes,gin,lemon-juice,simple-syrup,lemon,maraschino-berry",50
"amaretto,blue-curacao,lemon-juice,champagne,lemon",54
"crushed-ice,lemon-juice,simple-syrup,bitter-lemon",50
"ice-cubes,campari,vermouth-sweet,soda-water,lemon,orange",80
"ice-cubes,scotch-whisky,amaretto",50
"ice-cubes,absolut-vodka,amaretto",50
"absolut-mandrin,orange-juice,maraschino-liqueur,champagne",60
"ice-cubes,apple-juice-fresh-pressed,whisky-honey-liqueur-drambuie,lemon-juice,vanilla-syrup,champagne,lemon",40
"ice-cubes,rye-whiskey,dry-vermouth,bitters,lemon",50
"ice-cubes,gin,maraschino-liqueur,lemon-juice,violet-liqueur,lemon",50
"ice-cubes,absolut-100,grapefruit-juice",60
"absolut-hibiskus,sparkling-wine,pomegranate-juice,cherry",50
"ice-cubes,gin,swedish-punsch,lime-juice",50
"ice-cubes,absolut-vodka,simple-syrup,melon",50
"ice-cubes,absolut-mandrin,triple-sec,lemon-juice,orange",71
"ice-cubes,cognac,calvados,vermouth-sweet",50
"ice-cubes,gin,lillet-blanc,triple-sec,lemon-juice,absinthe,lemon",40
"ice-cubes,absolut-vodka,brown-sugar,raspberry",50
"ice-cubes,gin,orange-juice,triple-sec,lime-juice,bitters,orange",50
"ice-cubes,rye-whiskey,black-currant-liqueur,benedictine-dom,bitters",49
"cognac,peach-brandy,champagne",60
"orange-flavored-brandy,grapefruit-juice,rosewater,champagne",51
"ice-cubes,gin,grapefruit-juice,orange-curacao,lime,mint-leaf",61
"ice-cubes,cognac,orange-bitters,orange-curacao,lemon",51
"ice-cubes,aged-rum-of-cuban-type,vermouth-sweet,bitters,orange",40
"ice-cubes,gin,orange-curacao,bitters",50
"black-raspberry-liqueur,champagne",60
"ice-cubes,amaretto,lemon-juice,maraschino-berry,orange",42
"ice-cubes,cognac,lemon-juice,grenadine,yellow-chartreuse",50
"cognac,triple-sec,maraschino-liqueur,orange-juice,champagne,orange",50
"ice-cubes,cognac,lemon-juice,simple-syrup,egg-white,lemon,cherry",50
"ice-cubes,rye-whiskey,lemon-juice,simple-syrup,red-wine,orange-curacao",47
"absolut-vodka,lemon-juice,simple-syrup,champagne",50
"ice-cubes,rye-whiskey,vermouth-sweet,bitters,cherry",50
"ice-cubes,scotch-whisky,lemon-juice,simple-syrup,mint-leaf",50
"crushed-ice,rye-whiskey,dry-vermouth,grenadine,lime-juice,lemon",50
"ice-cubes,aged-rum-of-cuban-type,lemon-juice,simple-syrup,egg-white,cherry,lemon",43
"pear-juice,sparkly-grape,pear",50
"ice-cubes,absolut-vodka,grapefruit-juice,benedictine-dom",52
"ice-cubes,absolut-citron,campari,red-vermouth,orange",75
"ice-cubes,cognac,pineapple-juice,maraschino-liqueur,orange-bitters,champagne,strawberry",60
"ice-cubes,dry-vermouth,orange-flavored-brandy,gin,orange-juice,vermouth-sweet,orange-bitters",50
"ice-cubes,light-rum,benedictine-dom,grapefruit-juice",50
"peach-nectar,cider",50
"ice-cubes,gin,dry-vermouth,bitters,green-olive",51
"ice-cubes,gin,orange-curacao,lime-juice,bitters,orange-bitters,lime",50
"ice-cubes,gin-old-tom,apricot-brandy,lime-juice,bitter",50
"ice-cubes,absolut-citron,raspberry-puree,champagne",50
"ice-cubes,dark-rum-of-jamaican-type,lime-juice,runny-honey",33
"ice-cubes,gin,bitters,lime",47
"ice-cubes,light-rum,triple-sec,lime-juice,maraschino-liqueur,lime",50
"ice-cubes,aged-rum-of-cuban-type,maraschino-liqueur,orange-bitters,orange",80
"ice-cubes,absolut-citron,campari,red-vermouth,orange",71
"ice-cubes,absolut-cilantro,mango-juice,lime-juice,hot-sauce,mango",50
"ice-cubes,absolut-cilantro,elderflower-liqueur,lime-juice,cucumber",50
"ice-cubes,rye-whiskey,bitters,maraschino-liqueur,orange-bitters",54
"ice-cubes,gin,lemon-juice,simple-syrup,egg-white,raspberry",51
"ice-cubes,gin,lemon-juice,maraschino-liqueur,bitters",55
"ice-cubes,absolut-vodka,absolut-vanilia,orange-curacao,orange-bitters,orange",56
"ice-cubes,gin,grapefruit-juice,maraschino-liqueur",51
"absolut-vodka,blackberry-puree,champagne,blackberry",50
"ice-cubes,sloe-juice,vermouth-sweet,orange-bitters,lemon",50
"ice-cubes,rye-whiskey,triple-sec,egg-white,grenadine",15
"champagne,orange-juice",82
"ice-cubes,absolut-vodka,tomato-juice,lemon-juice,worcestershire-sauce,hot-sauce,ground-black-pepper,celery-salt,cherry-tomato,celery",50
"ice-cubes,tea,simple-syrup,lime-juice,lemongrass,ginger,straw",50
"ice-cubes,crushed-ice,absolut-vodka,lime-juice,simple-syrup,egg-white,strawberry,blackberry,mint-leaf,straw",50
"ice-cubes,absolut-vodka,pineapple-juice,orgeat-almond-syrup,ginger",50
"ice-cubes,absolut-vanilia,dry-vermouth,apple-juice,lemon-juice,simple-syrup,passionfruit",50
"absolut-vodka,cherry-liqueur,lemon-juice,simple-syrup,mint-leaf,absolut-tune",50
"orange-juice,simple-syrup,strawberry,orange,basil,absolut-tune",50
"ice-cubes,absolut-vanilia,strawberry-juice,apple-liqueur,passionfruit-juice,passionfruit-liqueur,simple-syrup,pineapple,vanilla",52
"orange-juice,ruby-grapefruit-juice,lemon-juice,simple-syrup",60
"ice-cubes,rye-whiskey,egg,lemon-juice,vermouth-sweet,simple-syrup,whisky-honey-liqueur-drambuie",34
"ice-cubes,madeira,egg,simple-syrup",29
"ice-cubes,aged-rum-of-cuban-type,pineapple-juice,port-red,simple-syrup,egg,orange",30
"ice-cubes,cognac,egg,simple-syrup,cream,nutmeg",40
"ice-cubes,gin,egg,lemon-juice,simple-syrup,soda-water",52
"ice-cubes,brandy,milk,egg,orange-curacao",50
"ice-cubes,gin,lemon-juice,egg,orange-curacao",40
"ice-cubes,cognac,orange-curacao,lemon-juice,egg,simple-syrup",41
"ice-cubes,aged-rum-of-cuban-type,egg,simple-syrup",50
"orange-juice,champagne",60
"ice-cubes,benedictine-dom,cream,egg",40
"ice-cubes,rye-whiskey,egg,simple-syrup",43
"ice-cubes,port-red,egg,simple-syrup",45
"ice-cubes,absolut-cilantro,sparkling-wine,pomegranate-juice,lime-juice,orange",50
"ice-cubes,absolut-citron,lime-juice,triple-sec,white-cranberry-juice,orange",52
"ice-cubes,gin,spiced-rum,hazelnut-liqueur,lime-cordial,lemon",42
"ice-cubes,absolut-vodka,apple-juice-fresh-pressed,apple-liqueur,lemon-juice,simple-syrup,apple",70
"ice-cubes,rye-whiskey,dry-vermouth,vermouth-sweet,bitters,cherry,lemon",50
"ice-cubes,rye-whiskey,dry-vermouth,vermouth-sweet,bitters,cherry,lemon",50
"ice-cubes,absolut-vodka,dry-vermouth,lemon,green-olive",67
"ice-cubes,crushed-ice,absolut-peppar,basil,strawberry,mint-leaf",70
"crushed-ice,absolut-citron,sugar-superfine,pineapple",60
"absolut-vodka,raspberry-puree,champagne,raspberry",69
"ice-cubes,absolut-vodka,lime-juice,triple-sec",60
"ice-cubes,cognac,soda-water,lemon-juice,simple-syrup,lemon",60
"ice-cubes,gin,lemon-juice,triple-sec,egg-white,lemon",53
"ice-cubes,gin,ruby-grapefruit-juice",70
"ice-cubes,grape-juice,orange-juice,lemon-juice,soda-water",50
"crushed-ice,light-rum,pineapple-juice,coconut-cream,pineapple,maraschino-berry",56
"ice-cubes,absolut-citron,lemon-juice,sugar-cube-white",50
"ice-cubes,gin,lemon-juice,simple-syrup,champagne,lemon",83
"absolut-vodka,champagne",60
"cognac,simple-syrup,absinthe,peychauds-bitters,bitters,lemon",80
"ice-cubes,lemon-juice,simple-syrup,bitters,soda-water",50
"ice-cubes,absolut-vodka,raspberry-puree,simple-syrup",50
"absolut-vodka,lemon-juice,apple-liqueur,sugar-superfine,apple",60
"ice-cubes,absolut-vodka,dry-vermouth,orange-bitters,grenadine",50
"ice-cubes,ginger-ale,grenadine,simple-syrup,maraschino-berry",50
"ice-cubes,gin,lemon-juice,simple-syrup,soda-water,lemon",80
"ice-cubes,ginger-ale,pimms-cup-no-1,cucumber,lemon,orange,mint-leaf",50
"ice-cubes,gin,lime-cordial,lime",80
"ice-cubes,dark-rum-of-jamaican-type,lime-juice,lemon-juice,grenadine,lime",50
"ice-cubes,absolut-vodka,lemon-juice,lemon-lime-soda,lemon",50
"ice-cubes,absolut-vanilia,apple-juice",60
"crushed-ice,cachaca,simple-syrup,lime",60
"ice-cubes,absolut-mandrin,cranberry-juice,ginger-ale,pineapple-juice,lemon,lime",50
"ice-cubes,gin,cream,simple-syrup,egg-white,lemon-juice,lime-juice,orange-flower-water,soda-water",50
"ice-cubes,cognac,triple-sec,lemon-juice,lemon",79
"ice-cubes,gin-old-tom,absolut-vodka,lillet-blanc,lemon",50
"cognac,bitters,sugar-cube-white,champagne,orange",91
"ice-cubes,gin,cream,simple-syrup,lemon-juice,lime-juice,egg-white,orange-flower-water,soda-water",70
"crushed-ice,absolut-vodka,black-currant-liqueur,raspberry-puree,lemon-juice,simple-syrup,champagne,blackberry",60
"crushed-ice,absolut-vodka,lemon-juice,creme-de-mure,simple-syrup,blackberry",80
"ice-cubes,absolut-vodka,lime-juice,soda-water,lime",60
"irish-whiskey,coffee,cream,brown-sugar",80
"ice-cubes,gin,pineapple-juice,cherry-liqueur,lemon-juice,triple-sec,grenadine,bitter,soda-water,orange,cherry",50
"absolut-citron,cranberry-juice,champagne",60
"ice-cubes,absolut-vodka,pear-juice,soda-water,orange",50
"ice-cubes,scotch-whisky,cherry-liqueur,orange-juice,vermouth-sweet",67
"ice-cubes,crushed-ice,absolut-mandrin,ruby-grapefruit-juice,simple-syrup",50
"ice-cubes,absolut-vodka,tonic-water,raspberry,mint-leaf",50
"ice-cubes,gin,campari,vermouth-sweet,orange",90
"ice-cubes,absolut-vodka,dry-vermouth,green-olive,lemon",67
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,strawberry,soda-water",60
"crushed-ice,absolut-citron,lime,sugar-superfine",52
"ice-cubes,lemon-juice,simple-syrup,strawberry,ginger-ale",50
"ice-cubes,aged-rum-of-cuban-type,lime-juice,simple-syrup,lime",100
"ice-cubes,absolut-vodka,strawberry-and-black-peppercorn-syrup,lemon-juice",50
"ice-cubes,absolut-vodka,peach-and-caraway-syrup,orange-bitters",50
"ice-cubes,scotch-whisky,lemon-juice,simple-syrup,egg-white,maraschino-berry",82
"ice-cubes,rye-whiskey,dry-vermouth,bitters,lemon",50
"ice-cubes,absolut-citron,lime-juice,orange-liqueur,cranberry-juice,orange",87
"ice-cubes,irish-whiskey,green-mint-liqueur,green-chartreuse",10
"ice-cubes,aged-rum-of-cuban-type,apricot-brandy,lime-juice,pineapple-juice,banana-liqueur,galliano,banana",54
"ice-cubes,absolut-citron,pomegranate-juice,triple-sec,lime-juice,orange",42
"ice-cubes,absolut-mandrin,lime-juice,lemon-lime-soda,lime",50
"ice-cubes,absolut-vodka,tomato-juice,worcestershire-sauce,lemon-juice,hot-sauce,horseradish,celery,lemon",86
"ice-cubes,absolut-citron,ice-tea,triple-sec",50
"ice-cubes,absolut-mandrin,orange-juice,cranberry-juice,lime",70
"absolut-mandrin,cranberry-juice,orange",36
"ice-cubes,absolut-mandrin,orange-flavored-brandy,cream,milk,simple-syrup",30
"absolut-peppar,tomato-juice,hot-sauce,lemon-juice,lime-juice,worcestershire-sauce,ground-black-pepper,salt,celery,lemon",86
"absolut-mandrin,tonic-water,pineapple-juice,lime,pineapple",20
"crushed-ice,absolut-vanilia,lemon-juice,melon,sugar-superfine",50
"ice-cubes,absolut-vodka,grapefruit-juice,grapefruit",74
"ice-cubes,absolut-vodka,tonic-water,lime",64
"ice-cubes,absolut-vodka,bitters,sugar-cube-white,brown-sugar,orange,cherry",60
"ice-cubes,absolut-vodka,cranberry-juice,orange-juice,peach-liqueur",57
"ice-cubes,absolut-wild-tea,lemonade,lemon",100
"ice-cubes,absolut-vodka,pineapple-juice,raspberry-liqueur,raspberry",52
"ice-cubes,absolut-vodka,white-chocolate-liqueur,almond",50
"ice-cubes,absolut-vodka,cranberry-juice,grapefruit-juice,lime",80
"ice-cubes,absolut-peppar,dry-vermouth,jalapeno",50
"ice-cubes,absolut-vodka,dry-vermouth,cocktail-onion",82
"ice-cubes,absolut-vodka,ginger-ale,lime",60
"ice-cubes,absolut-hibiskus,green-tea,pomegranate-juice,simple-syrup,lemon",50
"ice-cubes,absolut-hibiskus,cranberry-juice,triple-sec,lime-juice,orange",50
"ice-cubes,absolut-mandrin,white-cranberry-juice,lime-juice,orange-liqueur,orange",50
"ice-cubes,gin,lemon-juice,grenadine,soda-water",30
"ice-cubes,rye-whiskey,lemon-juice,simple-syrup",1
"ice-cubes,absolut-vodka,tomato-juice,worcestershire-sauce,lemon-juice,hot-sauce,horseradish,ground-black-pepper,salt,celery",80
"crushed-ice,absolut-vodka,honey,lemon-juice,champagne",50
"ice-cubes,lime-juice,orange-juice,pineapple-juice,amaretto,orange-curacao,bitters,soda-water,maraschino-berry,orange",47
"ice-cubes,absolut-vodka,dry-vermouth,green-olive",61
"ice-cubes,spiced-rum,amaretto,lime-juice,simple-syrup,lime",40
"ice-cubes,absolut-vodka,cranberry-juice,blackberry,lime",50
"ice-cubes,absolut-vodka,orange-juice,orange",50
"absolut-vodka,orange-juice,champagne",80
"ice-cubes,cherry-brandy,cream,egg-yolk,milk,simple-syrup",30
"ice-cubes,absolut-vodka,lemon-juice,apple-liqueur,apple-juice-fresh-pressed,simple-syrup",50
"ice-cubes,absolut-100,orange",20
"ice-cubes,absolut-vodka,cranberry-juice,lime",20
"ice-cubes,rye-whiskey,egg,simple-syrup",23
"ice-cubes,gin,apricot-brandy,orange-juice,orange-curacao",30
"ice-cubes,absolut-kurant,apple-juice,pomegranate-juice,lime",75
"absolut-vodka,peach-puree,champagne",86
"ice-cubes,absolut-karnival-edition,apple-juice,mango-juice,lime-juice,bitters,saffron-sugar-syrup,lime",50
"apple-juice,mango-juice,simple-syrup,lime-juice,orange-juice,passionfruit,lime",50
"ice-cubes,absolut-karnival-edition,simple-syrup,lime-juice,mint-leaf,soda-water",50
"absolut-karnival-edition,vanilla-syrup,pineapple",50
"crushed-ice,absolut-karnival-edition,mango-juice,lime-juice,simple-syrup,coconut-cream,pineapple,passionfruit",50
"ice-cubes,absolut-karnival-edition,apple-juice,pomegranate-juice",50
"ice-cubes,apple-juice,orange-juice,passionfruit-juice,orange",50
"ice-cubes,absolut-karnival-edition,pomegranate-juice,lime",50
"crushed-ice,absolut-karnival-edition,simple-syrup,passionfruit,lime,orange",50
"ice-cubes,guava-juice,simple-syrup,absolut-karnival-edition,lime,lemon,orange",50
"ice-cubes,gin,egg-white,grenadine",20
"ice-cubes,dry-vermouth,scotch-whisky,campari,orange-bitters,green-olive",20
"ice-cubes,absolut-vodka,apple-ice-tea,vanilla-liqueur,apple",46
"crushed-ice,gin,green-chartreuse,soda-water",20
"ice-cubes,gin,green-curacao,lemon-juice,pastis",30
"ice-cubes,absolut-citron,lime-cordial,lime-juice,soda-water,lime",50
"ice-cubes,gin,cream,white-cacao-liqueur",40
"ice-cubes,gin,cream,green-mint-liqueur",50
"ice-cubes,absolut-cherrykran,lime-juice,cherry-liqueur,orgeat-almond-syrup",100
"ice-cubes,absolut-vodka,cider,ginger-beer,lemon-juice,apple,cinnamon-cane",100
"ice-cubes,gin,dry-vermouth,green-chartreuse",20
"ice-cubes,rye-whiskey,maraschino-liqueur,orange-curacao,bitters,lemon-juice,orange",43
"ice-cubes,tomato-juice,worcestershire-sauce,lemon-juice,hot-sauce,horseradish,celery-salt,ground-black-pepper,celery,lemon",79
"ice-cubes,cognac,triple-sec,grapefruit-juice,orange-juice,champagne,maraschino-berry",30
"ice-cubes,absolut-hibiskus,lemon-juice,sherry,simple-syrup,violet-liqueur,soda-water",50
"ice-cubes,absolut-vodka,triple-sec,lemon-juice,lime-juice,orange-bitters,bitter,flowers-edible",50
"ice-cubes,absolut-vanilia,apple-juice,lemon-juice,vermouth-sweet,simple-syrup,passionfruit",100
"ice-cubes,absolut-kurant,lemon-juice,strawberry,mint-leaf,ginger",50
"ice-cubes,tomato-juice,orange-juice,lime-juice,simple-syrup,hot-sauce",51
"ice-cubes,absolut-vodka,black-currant-liqueur,lemon-juice,cranberry-juice,lemon-lime-soda",44
"ice-cubes,absolut-vodka,lemon-lime-soda,blueberry",50
"ice-cubes,absolut-vodka,white-chocolate-liqueur,orange",60
"ice-cubes,gin,anisette,bitters",12
"ice-cubes,absolut-peppar,hot-sauce,worcestershire-sauce,lemon-juice,clamato,celery",50
"crushed-ice,aged-rum-of-cuban-type,lime-juice,simple-syrup,maraschino-liqueur,grapefruit-juice,cherry",40
"ice-cubes,absolut-vodka,lime-juice,simple-syrup,mint-leaf,soda-water",50
"ice-cubes,absolut-kurant,black-currant",1
"ice-cubes,rye-whiskey,cream,pastis",20
"ice-cubes,gin,anisette,campari,lemon",23
"ice-cubes,absolut-vodka,tomato-juice,hot-sauce,lemon-juice,worcestershire-sauce,celery",50
"ice-cubes,absolut-vodka,lime-juice,orgeat-almond-syrup,blue-curacao,ginger,mint-leaf",50
"ice-cubes,cognac,anisette,pastis",30
"ice-cubes,absolut-mandrin,cider,cranberry-juice,lemon-juice,simple-syrup,cinnamon-cane,grapefruit",30
"absolut-cilantro,beer,hot-sauce,lime-juice,salt,lime",50
"ice-cubes,light-rum,brandy,cream-of-coconut,milk,banana,maraschino-berry,pineapple",43
"ice-cubes,light-rum,limoncello,bitter-lemon",48
"ice-cubes,absolut-citron,orange-liqueur,lime-juice,cranberry-juice,orange",50
"ice-cubes,absolut-cilantro,tomato-juice,worcestershire-sauce,hot-sauce,salt,ground-black-pepper,cilantro",50
"ice-cubes,absolut-vodka,lemon-juice,simple-syrup,blue-curacao,blueberry,lemon",50
"ice-cubes,crushed-ice,aged-rum-of-cuban-type,dark-rum-of-jamaican-type,light-rum,lemon-juice,orange-juice,pineapple-juice,orange-curacao,simple-syrup,maraschino-berry,orange,pineapple",40
"ice-cubes,absolut-vodka,cherry-liqueur,lime-juice,orange-curacao,egg-white,orange-bitters",50
"ice-cubes,gin,dry-vermouth,cocktail-onion",50
"ice-cubes,lemon-juice,simple-syrup,strawberry,basil,soda-water,straw",50
"ice-cubes,soda-water,lime-juice,simple-syrup,cilantro,lime",50
"absolut-vodka,lime-juice,simple-syrup,mint-leaf",50
"ice-cubes,absolut-grapevine,orange-liqueur,lemon-juice,sparkling-wine,orange,lime,lemon",100
"ice-cubes,scotch-whisky,egg,milk,whisky-honey-liqueur-drambuie,orange-curacao",23
"ice-cubes,absolut-citron,ginger-syrup",50
"ice-cubes,absolut-kurant,apple-juice,lemon",75
"ice-cubes,absolut-vanilia,lime-juice,lemon-lime-soda,lime",50
"ice-cubes,dry-vermouth,gin,triple-sec",10
"ice-cubes,gin,lemon-juice,orange-juice,grenadine",20
"ice-cubes,absolut-wild-tea,ginger-ale,lime",100
"ice-cubes,absolut-peppar,tomato-juice,lemon",100
"ice-cubes,absolut-orient-apple,lemon,mint-leaf,ginger-ale",56
"ice-cubes,coconut-cream,water,lime-juice,orgeat-almond-syrup,lime",50
"ice-cubes,absolut-vodka,cranberry-juice,lime-juice,triple-sec,ginger",80
"ice-cubes,absolut-grapevine,lemon-lime-soda,lime",100
"ice-cubes,absolut-mandrin,cider,cranberry-juice,lemon-juice,simple-syrup,cinnamon-cane,grapefruit",100
"ice-cubes,absolut-orient-apple,apple-juice,lime-juice,ginger-beer,lime",50
"ice-cubes,absolut-kurant,cranberry-juice,orange-liqueur,lime-juice,lime",50
"ice-cubes,water,lemon-juice,simple-syrup,mint-leaf,lemon",50
"ice-cubes,light-rum,scotch-whisky,sherry,plum-juice,orange-bitters,simple-syrup",16
"ice-cubes,dark-cacao-liqueur,egg-yolk,instant-coffee-granule",24
"ice-cubes,absolut-peppar,simple-syrup,pineapple",50
"ice-cubes,absolut-orient-apple,apple-juice,lemon-juice,simple-syrup",50
"ice-cubes,absolut-mandrin,ginger-ale,pineapple-juice,lemon,lime",87
"ice-cubes,absolut-citron,tonic-water,lemon",100
"ice-cubes,absolut-vodka,dry-vermouth,white-chocolate-liqueur,creme-de-menthe-white",44
"ice-cubes,gin,lemon-juice,simple-syrup,egg-white,green-mint-liqueur,soda-water,orange",20
"ice-cubes,absolut-wild-tea,lime-juice,simple-syrup,mint-leaf",100
"ice-cubes,gin,vermouth-sweet,pineapple-juice,grenadine,egg-white,lemon",22
"ice-cubes,water,lime-juice,simple-syrup,kiwi,mint-leaf",50
"ice-cubes,gin,dry-vermouth,raspberry-juice,raspberry",20
"crushed-ice,scotch-whisky,bitters,vermouth-sweet,lemon",20
"ice-cubes,dry-vermouth,gin,campari,cherry-brandy,dubonnet,vermouth-sweet",17
"ice-cubes,absolut-citron,elderflower-liqueur,lemon-juice,soda-water,lemon",100
"ice-cubes,absolut-cherrykran,cola,orange",100
"ice-cubes,absolut-vanilia,cream-liqueur,cream,hazelnut-liqueur",30
"ice-cubes,absolut-cherrykran,pomegranate-juice,lime-juice,lemon-lime-soda,cherry,lime",100
"ice-cubes,soda-water,simple-syrup,raspberry,mint-leaf",50
"ice-cubes,crushed-ice,gin,aquavit,orange-juice,cherry-liqueur,pineapple-juice,lemon,maraschino-berry,mint-leaf,orange",45
"ice-cubes,crushed-ice,absolut-kurant,simple-syrup,lemon-juice,cranberry",20
"ice-cubes,absolut-vodka,white-wine,pink-grapefruit-juice,lemon-juice,simple-syrup,yellow-chartreuse,orange",1
"ice-cubes,orange-flavored-brandy,gin,campari,grapefruit-juice,orange-juice,egg-white,grenadine,carrot,maraschino-berry,mint-leaf",32
"ice-cubes,absolut-orient-apple,cranberry-juice,lime-juice,lime",53
"ice-cubes,grape-juice,soda-water,apple-juice-fresh-pressed,orange-juice,lemon-juice,simple-syrup,lemon,orange,apple",50
"ice-cubes,gin,cream,white-cacao-liqueur,nutmeg",50
"ice-cubes,absolut-vodka,banana-puree,cream,blue-curacao,vanilla-liqueur,chocolate",23
