players	count	points
Charlie Bell,Ersan Ilyasova,Jodie Meeks,Kurt Thomas,Luke Ridnour	1	4.0
Charlie Bell,Ersan Ilyasova,Jodie Meeks,Luke Ridnour,Roko Ukic	1	10.0
Charlie Bell,Ersan Ilyasova,John Salmons,Kurt Thomas,Luke Ridnour	1	4.0
Charlie Bell,Ersan Ilyasova,Kurt Thomas,Luc Richard Mbah a Moute,Luke Ridnour	1	13.0
Charlie Bell,Ersan Ilyasova,Kurt Thomas,Primoz Brezec,Royal Ivey	1	5.0
Charlie Bell,Ersan Ilyasova,Luke Ridnour,Primoz Brezec,Royal Ivey	2	7.5
Charlie Bell,Ersan Ilyasova,Lynn Greer,Mo Williams,Ruben Patterson	1	11.0
Charlie Bell,Ersan Ilyasova,Michael Redd,Mo Williams,Ruben Patterson	1	14.0
Charlie Bell,Ersan Ilyasova,Michael Redd,Mo Williams,Steve Blake	1	2.0
Charlie Bell,Francisco Elson,Hakim Warrick,Jodie Meeks,Roko Ukic	1	6.0
Charlie Bell,Francisco Elson,Jodie Meeks,Luc Richard Mbah a Moute,Luke Ridnour	1	2.0
Charlie Bell,Francisco Elson,Joe Alexander,Keith Bogans,Luc Richard Mbah a Moute	1	9.0
Charlie Bell,Francisco Elson,Joe Alexander,Keith Bogans,Luke Ridnour	2	8.0
Charlie Bell,Francisco Elson,Joe Alexander,Luc Mbah a Moute,Luke Ridnour	1	2.0
Charlie Bell,Francisco Elson,Joe Alexander,Luc Mbah a Moute,Ramon Sessions	1	2.0
Charlie Bell,Francisco Elson,Joe Alexander,Luc Richard Mbah a Moute,Luke Ridnour	2	6.0
Charlie Bell,Francisco Elson,Joe Alexander,Luc Richard Mbah a Moute,Ramon Sessions	3	5.333333333333333
Charlie Bell,Francisco Elson,Joe Alexander,Luc Richard Mbah a Moute,Tyronn Lue	1	4.0
Charlie Bell,Francisco Elson,Joe Alexander,Luke Ridnour,Ramon Sessions	1	6.0
Charlie Bell,Francisco Elson,Joe Alexander,Luke Ridnour,Tyronn Lue	1	6.0
Charlie Bell,Francisco Elson,Joe Alexander,Ramon Sessions,Richard Jefferson	3	3.0
Charlie Bell,Francisco Elson,Joe Alexander,Richard Jefferson,Tyronn Lue	1	4.0
Charlie Bell,Francisco Elson,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour	2	3.5
Charlie Bell,Francisco Elson,Keith Bogans,Luc Richard Mbah a Moute,Ramon Sessions	2	7.5
Charlie Bell,Francisco Elson,Keith Bogans,Luke Ridnour,Richard Jefferson	3	4.0
Charlie Bell,Francisco Elson,Keith Bogans,Ramon Sessions,Richard Jefferson	5	7.8
Charlie Bell,Francisco Elson,Luc Mbah a Moute,Luke Ridnour,Malik Allen	1	2.0
Charlie Bell,Francisco Elson,Luc Mbah a Moute,Luke Ridnour,Ramon Sessions	1	2.0
Charlie Bell,Francisco Elson,Luc Mbah a Moute,Luke Ridnour,Richard Jefferson	2	2.0
Charlie Bell,Francisco Elson,Luc Mbah a Moute,Ramon Sessions,Richard Jefferson	1	2.0
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Luke Ridnour,Michael Redd	2	5.5
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Luke Ridnour,Ramon Sessions	1	3.0
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	5	4.0
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Michael Redd,Ramon Sessions	1	3.0
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	8	6.5
Charlie Bell,Francisco Elson,Luc Richard Mbah a Moute,Richard Jefferson,Tyronn Lue	1	2.0
Charlie Bell,Francisco Elson,Luke Ridnour,Ramon Sessions,Richard Jefferson	3	4.333333333333333
Charlie Bell,Francisco Elson,Malik Allen,Ramon Sessions,Richard Jefferson	1	7.0
Charlie Bell,Hakim Warrick,Jerry Stackhouse,Kurt Thomas,Luke Ridnour	2	9.5
Charlie Bell,Hakim Warrick,Jodie Meeks,Kurt Thomas,Luc Richard Mbah a Moute	1	8.0
Charlie Bell,Hakim Warrick,Jodie Meeks,Kurt Thomas,Luke Ridnour	3	8.666666666666666
Charlie Bell,Hakim Warrick,Jodie Meeks,Luc Richard Mbah a Moute,Luke Ridnour	1	8.0
Charlie Bell,Hakim Warrick,Kurt Thomas,Luc Richard Mbah a Moute,Luke Ridnour	1	2.0
Charlie Bell,Hakim Warrick,Kurt Thomas,Luc Richard Mbah a Moute,Michael Redd	1	2.0
Charlie Bell,Hakim Warrick,Kurt Thomas,Luke Ridnour,Michael Redd	5	7.0
Charlie Bell,Jake Voskuhl,Michael Redd,Mo Williams,Yi Jianlian	4	3.0
Charlie Bell,Jake Voskuhl,Michael Redd,Royal Ivey,Yi Jianlian	2	3.0
Charlie Bell,Jake Voskuhl,Mo Williams,Royal Ivey,Yi Jianlian	1	2.0
Charlie Bell,Jared Reiner,Michael Redd,Mo Williams,Ruben Patterson	1	5.0
Charlie Bell,Jerry Stackhouse,Kurt Thomas,Luc Richard Mbah a Moute,Luke Ridnour	1	6.0
Charlie Bell,Jerry Stackhouse,Kurt Thomas,Primoz Brezec,Royal Ivey	2	3.0
Charlie Bell,Jodie Meeks,Kurt Thomas,Luc Richard Mbah a Moute,Luke Ridnour	1	16.0
Charlie Bell,Joe Alexander,Keith Bogans,Luc Richard Mbah a Moute,Malik Allen	1	3.0
Charlie Bell,Joe Alexander,Keith Bogans,Luc Richard Mbah a Moute,Ramon Sessions	1	2.0
Charlie Bell,Joe Alexander,Keith Bogans,Luke Ridnour,Malik Allen	1	2.0
Charlie Bell,Joe Alexander,Keith Bogans,Luke Ridnour,Richard Jefferson	1	2.0
Charlie Bell,Joe Alexander,Keith Bogans,Malik Allen,Ramon Sessions	1	2.0
Charlie Bell,Joe Alexander,Luc Mbah a Moute,Malik Allen,Tyronn Lue	1	9.0
Charlie Bell,Joe Alexander,Luc Richard Mbah a Moute,Luke Ridnour,Malik Allen	2	3.5
Charlie Bell,Joe Alexander,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	1	5.0
Charlie Bell,Joe Alexander,Luc Richard Mbah a Moute,Michael Redd,Ramon Sessions	1	5.0
Charlie Bell,Joe Alexander,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	2	10.5
Charlie Bell,Joe Alexander,Luc Richard Mbah a Moute,Ramon Sessions,Tyronn Lue	1	4.0
Charlie Bell,Joe Alexander,Malik Allen,Ramon Sessions,Richard Jefferson	1	9.0
Charlie Bell,John Salmons,Luc Richard Mbah a Moute,Luke Ridnour,Royal Ivey	1	2.0
Charlie Bell,John Salmons,Luke Ridnour,Primoz Brezec,Royal Ivey	1	2.0
Charlie Bell,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour,Malik Allen	2	10.0
Charlie Bell,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	3	2.3333333333333335
Charlie Bell,Keith Bogans,Luc Richard Mbah a Moute,Malik Allen,Ramon Sessions	3	2.6666666666666665
Charlie Bell,Keith Bogans,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	1	11.0
Charlie Bell,Keith Bogans,Luke Ridnour,Malik Allen,Richard Jefferson	2	9.0
Charlie Bell,Keith Bogans,Luke Ridnour,Ramon Sessions,Richard Jefferson	1	3.0
Charlie Bell,Keith Bogans,Malik Allen,Ramon Sessions,Richard Jefferson	1	2.0
Charlie Bell,Kurt Thomas,Luc Richard Mbah a Moute,Luke Ridnour,Royal Ivey	1	2.0
Charlie Bell,Luc Mbah a Moute,Malik Allen,Michael Redd,Tyronn Lue	1	2.0
Charlie Bell,Luc Richard Mbah a Moute,Luke Ridnour,Malik Allen,Richard Jefferson	3	6.0
Charlie Bell,Luc Richard Mbah a Moute,Luke Ridnour,Michael Redd,Richard Jefferson	1	2.0
Charlie Bell,Luc Richard Mbah a Moute,Luke Ridnour,Primoz Brezec,Royal Ivey	1	2.0
Charlie Bell,Luc Richard Mbah a Moute,Malik Allen,Michael Redd,Ramon Sessions	1	4.0
Charlie Bell,Luc Richard Mbah a Moute,Malik Allen,Ramon Sessions,Richard Jefferson	6	4.833333333333333
Charlie Bell,Luke Ridnour,Malik Allen,Ramon Sessions,Richard Jefferson	1	11.0
Charlie Bell,Michael Redd,Michael Ruffin,Mo Williams,Yi Jianlian	2	3.5
Charlie Bell,Michael Redd,Michael Ruffin,Royal Ivey,Yi Jianlian	2	9.0
Charlie Bell,Michael Ruffin,Mo Williams,Royal Ivey,Yi Jianlian	2	7.5
Charlie Villanueva,Chris Wilcox,Chucky Atkins,DaJuan Summers,Jonas Jerebko	1	2.0
Charlie Villanueva,Chris Wilcox,DaJuan Summers,Rodney Stuckey,Will Bynum	1	11.0
Charlie Villanueva,Chris Wilcox,Jonas Jerebko,Richard Hamilton,Rodney Stuckey	2	7.0
Charlie Villanueva,Chris Wilcox,Jonas Jerebko,Rodney Stuckey,Will Bynum	2	5.0
Charlie Villanueva,Chris Wilcox,Richard Hamilton,Rodney Stuckey,Tayshaun Prince	2	6.0
Charlie Villanueva,Chris Wilcox,Richard Hamilton,Rodney Stuckey,Will Bynum	1	2.0
Charlie Villanueva,Chucky Atkins,DaJuan Summers,Jason Maxiell,Jonas Jerebko	1	4.0
Charlie Villanueva,Chucky Atkins,DaJuan Summers,Jason Maxiell,Rodney Stuckey	1	4.0
Charlie Villanueva,Chucky Atkins,DaJuan Summers,Jason Maxiell,Tayshaun Prince	1	6.0
Charlie Villanueva,Chucky Atkins,Jason Maxiell,Jonas Jerebko,Richard Hamilton	6	6.333333333333333
Charlie Villanueva,Chucky Atkins,Jason Maxiell,Jonas Jerebko,Rodney Stuckey	3	10.666666666666666
Charlie Villanueva,Chucky Atkins,Jason Maxiell,Jonas Jerebko,Tayshaun Prince	1	8.0
Charlie Villanueva,Chucky Atkins,Jason Maxiell,Richard Hamilton,Rodney Stuckey	1	2.0
Charlie Villanueva,Chucky Atkins,Jason Maxiell,Rodney Stuckey,Tayshaun Prince	2	3.0
Charlie Villanueva,Chucky Atkins,Jonas Jerebko,Kwame Brown,Richard Hamilton	1	9.0
Charlie Villanueva,Chucky Atkins,Jonas Jerebko,Kwame Brown,Rodney Stuckey	3	4.666666666666667
Charlie Villanueva,Chucky Atkins,Kwame Brown,Richard Hamilton,Rodney Stuckey	2	7.5
Charlie Villanueva,DaJuan Summers,Jason Maxiell,Jonas Jerebko,Will Bynum	1	4.0
Charlie Villanueva,DaJuan Summers,Jason Maxiell,Rodney Stuckey,Will Bynum	1	3.0
Charlie Villanueva,DaJuan Summers,Kwame Brown,Rodney Stuckey,Will Bynum	2	5.0
Charlie Villanueva,Damon Jones,Francisco Elson,Ramon Sessions,Richard Jefferson	1	2.0
Charlie Villanueva,Damon Jones,Joe Alexander,Keith Bogans,Luke Ridnour	1	9.0
Charlie Villanueva,Damon Jones,Joe Alexander,Luke Ridnour,Richard Jefferson	1	2.0
Charlie Villanueva,Dan Gadzuric,David Noel,Ersan Ilyasova,Lynn Greer	1	5.0
Charlie Villanueva,Dan Gadzuric,David Noel,Lynn Greer,Ruben Patterson	1	2.0
Charlie Villanueva,Dan Gadzuric,David Noel,Michael Redd,Steve Blake	1	2.0
Charlie Villanueva,Dan Gadzuric,David Noel,Mo Williams,Steve Blake	1	18.0
Charlie Villanueva,Dan Gadzuric,Desmond Mason,Michael Redd,Mo Williams	6	11.166666666666666
Charlie Villanueva,Dan Gadzuric,Desmond Mason,Michael Redd,Royal Ivey	3	3.3333333333333335
Charlie Villanueva,Dan Gadzuric,Desmond Mason,Mo Williams,Royal Ivey	1	2.0
Charlie Villanueva,Dan Gadzuric,Desmond Mason,Ramon Sessions,Royal Ivey	1	10.0
Charlie Villanueva,Dan Gadzuric,Earl Boykins,Mo Williams,Ruben Patterson	1	6.0
Charlie Villanueva,Dan Gadzuric,Jake Voskuhl,Michael Redd,Royal Ivey	1	6.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Keith Bogans,Luke Ridnour	2	4.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Luc Richard Mbah a Moute,Luke Ridnour	1	8.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Luc Richard Mbah a Moute,Ramon Sessions	1	11.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Luke Ridnour,Michael Redd	1	4.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Luke Ridnour,Ramon Sessions	1	2.0
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Michael Redd,Ramon Sessions	4	3.5
Charlie Villanueva,Dan Gadzuric,Joe Alexander,Ramon Sessions,Tyronn Lue	1	2.0
Charlie Villanueva,Dan Gadzuric,Keith Bogans,Luke Ridnour,Richard Jefferson	2	3.5
Charlie Villanueva,Dan Gadzuric,Keith Bogans,Ramon Sessions,Richard Jefferson	5	5.6
Charlie Villanueva,Dan Gadzuric,Luc Mbah a Moute,Luke Ridnour,Michael Redd	1	5.0
Charlie Villanueva,Dan Gadzuric,Luc Richard Mbah a Moute,Luke Ridnour,Michael Redd	2	3.0
Charlie Villanueva,Dan Gadzuric,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	2	2.0
Charlie Villanueva,Dan Gadzuric,Luc Richard Mbah a Moute,Michael Redd,Ramon Sessions	1	7.0
Charlie Villanueva,Dan Gadzuric,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	8	6.375
Charlie Villanueva,Dan Gadzuric,Luke Ridnour,Michael Redd,Richard Jefferson	12	12.333333333333334
Charlie Villanueva,Dan Gadzuric,Luke Ridnour,Ramon Sessions,Richard Jefferson	5	8.0
Charlie Villanueva,Dan Gadzuric,Lynn Greer,Mo Williams,Ruben Patterson	1	2.0
Charlie Villanueva,Dan Gadzuric,Michael Redd,Mo Williams,Ruben Patterson	4	6.5
Charlie Villanueva,Dan Gadzuric,Michael Redd,Mo Williams,Steve Blake	1	2.0
Charlie Villanueva,Dan Gadzuric,Michael Redd,Ramon Sessions,Richard Jefferson	4	12.25
Charlie Villanueva,Dan Gadzuric,Michael Redd,Richard Jefferson,Tyronn Lue	2	7.5
Charlie Villanueva,Dan Gadzuric,Ramon Sessions,Richard Jefferson,Tyronn Lue	1	4.0
Charlie Villanueva,David Noel,Earl Boykins,Mo Williams,Ruben Patterson	1	2.0
Charlie Villanueva,David Noel,Ersan Ilyasova,Jared Reiner,Lynn Greer	5	7.4
Charlie Villanueva,David Noel,Jared Reiner,Mo Williams,Ruben Patterson	1	2.0
Charlie Villanueva,David Noel,Michael Redd,Mo Williams,Ruben Patterson	1	14.0
Charlie Villanueva,Desmond Mason,Jake Voskuhl,Michael Redd,Mo Williams	5	3.6
Charlie Villanueva,Desmond Mason,Jake Voskuhl,Michael Redd,Royal Ivey	1	4.0
Charlie Villanueva,Desmond Mason,Michael Redd,Michael Ruffin,Mo Williams	6	14.666666666666666
Charlie Villanueva,Desmond Mason,Michael Redd,Michael Ruffin,Ramon Sessions	1	6.0
Charlie Villanueva,Desmond Mason,Michael Redd,Michael Ruffin,Royal Ivey	2	7.0
Charlie Villanueva,Desmond Mason,Michael Redd,Mo Williams,Yi Jianlian	1	9.0
Charlie Villanueva,Desmond Mason,Michael Ruffin,Ramon Sessions,Royal Ivey	1	6.0
Charlie Villanueva,Eddie Gill,Francisco Elson,Luc Richard Mbah a Moute,Richard Jefferson	1	2.0
Charlie Villanueva,Eddie Gill,Keith Bogans,Malik Allen,Richard Jefferson	1	2.0
Charlie Villanueva,Francisco Elson,Joe Alexander,Michael Redd,Ramon Sessions	1	2.0
Charlie Villanueva,Francisco Elson,Joe Alexander,Ramon Sessions,Richard Jefferson	1	13.0
Charlie Villanueva,Francisco Elson,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour	2	3.5
Charlie Villanueva,Francisco Elson,Keith Bogans,Luke Ridnour,Ramon Sessions	2	4.0
Charlie Villanueva,Francisco Elson,Keith Bogans,Luke Ridnour,Richard Jefferson	1	3.0
Charlie Villanueva,Francisco Elson,Keith Bogans,Ramon Sessions,Richard Jefferson	4	6.75
Charlie Villanueva,Francisco Elson,Luc Mbah a Moute,Luke Ridnour,Ramon Sessions	1	7.0
Charlie Villanueva,Francisco Elson,Luc Mbah a Moute,Luke Ridnour,Richard Jefferson	1	2.0
Charlie Villanueva,Francisco Elson,Luc Richard Mbah a Moute,Luke Ridnour,Ramon Sessions	1	2.0
Charlie Villanueva,Francisco Elson,Luc Richard Mbah a Moute,Luke Ridnour,Tyronn Lue	1	2.0
Charlie Villanueva,Francisco Elson,Luc Richard Mbah a Moute,Michael Redd,Ramon Sessions	2	5.0
Charlie Villanueva,Francisco Elson,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	23	17.217391304347824
Charlie Villanueva,Francisco Elson,Luc Richard Mbah a Moute,Ramon Sessions,Tyronn Lue	1	5.0
Charlie Villanueva,Francisco Elson,Luke Ridnour,Michael Redd,Richard Jefferson	3	9.0
Charlie Villanueva,Francisco Elson,Luke Ridnour,Ramon Sessions,Richard Jefferson	11	7.818181818181818
Charlie Villanueva,Francisco Elson,Michael Redd,Ramon Sessions,Richard Jefferson	4	9.25
Charlie Villanueva,Francisco Elson,Michael Redd,Ramon Sessions,Tyronn Lue	1	4.0
Charlie Villanueva,Francisco Elson,Michael Redd,Richard Jefferson,Tyronn Lue	1	2.0
Charlie Villanueva,Francisco Elson,Ramon Sessions,Richard Jefferson,Tyronn Lue	3	4.333333333333333
Charlie Villanueva,Jake Voskuhl,Michael Redd,Mo Williams,Yi Jianlian	1	2.0
Charlie Villanueva,Jake Voskuhl,Mo Williams,Royal Ivey,Yi Jianlian	1	3.0
Charlie Villanueva,Jason Maxiell,Jonas Jerebko,Kwame Brown,Will Bynum	1	4.0
Charlie Villanueva,Jason Maxiell,Jonas Jerebko,Richard Hamilton,Rodney Stuckey	3	4.333333333333333
Charlie Villanueva,Jason Maxiell,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince	1	8.0
Charlie Villanueva,Jason Maxiell,Jonas Jerebko,Rodney Stuckey,Will Bynum	2	5.5
Charlie Villanueva,Jason Maxiell,Richard Hamilton,Rodney Stuckey,Tayshaun Prince	5	4.8
Charlie Villanueva,Jason Maxiell,Richard Hamilton,Rodney Stuckey,Will Bynum	1	4.0
Charlie Villanueva,Jason Maxiell,Richard Hamilton,Tayshaun Prince,Will Bynum	8	6.875
Charlie Villanueva,Joe Alexander,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour	1	16.0
Charlie Villanueva,Joe Alexander,Keith Bogans,Luke Ridnour,Malik Allen	1	16.0
Charlie Villanueva,Joe Alexander,Keith Bogans,Luke Ridnour,Richard Jefferson	1	2.0
Charlie Villanueva,Joe Alexander,Keith Bogans,Malik Allen,Ramon Sessions	1	2.0
Charlie Villanueva,Joe Alexander,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	3	7.333333333333333
Charlie Villanueva,Joe Alexander,Luc Richard Mbah a Moute,Malik Allen,Ramon Sessions	1	2.0
Charlie Villanueva,Joe Alexander,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	1	2.0
Charlie Villanueva,Joe Alexander,Malik Allen,Ramon Sessions,Richard Jefferson	2	2.5
Charlie Villanueva,Joe Alexander,Malik Allen,Ramon Sessions,Tyronn Lue	1	17.0
Charlie Villanueva,Jonas Jerebko,Kwame Brown,Richard Hamilton,Rodney Stuckey	1	2.0
Charlie Villanueva,Jonas Jerebko,Kwame Brown,Rodney Stuckey,Will Bynum	2	2.0
Charlie Villanueva,Jonas Jerebko,Richard Hamilton,Tayshaun Prince,Will Bynum	2	3.0
Charlie Villanueva,Jonas Jerebko,Rodney Stuckey,Tayshaun Prince,Will Bynum	1	3.0
Charlie Villanueva,Keith Bogans,Luc Richard Mbah a Moute,Luke Ridnour,Richard Jefferson	1	8.0
Charlie Villanueva,Keith Bogans,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson	2	3.0
Charlie Villanueva,Keith Bogans,Luke Ridnour,Malik Allen,Richard Jefferson	1	4.0
Charlie Villanueva,Keith Bogans,Luke Ridnour,Ramon Sessions,Richard Jefferson	1	5.0
Charlie Villanueva,Keith Bogans,Malik Allen,Ramon Sessions,Richard Jefferson	3	6.0
Charlie Villanueva,Kwame Brown,Richard Hamilton,Rodney Stuckey,Tayshaun Prince	1	4.0
Charlie Villanueva,Kwame Brown,Rodney Stuckey,Tayshaun Prince,Will Bynum	1	2.0
Charlie Villanueva,Luc Mbah a Moute,Luke Ridnour,Ramon Sessions,Richard Jefferson	2	7.0
Charlie Villanueva,Luc Mbah a Moute,Michael Redd,Ramon Sessions,Richard Jefferson	1	6.0
Charlie Villanueva,Luc Richard Mbah a Moute,Luke Ridnour,Malik Allen,Michael Redd	2	3.0
Charlie Villanueva,Luc Richard Mbah a Moute,Luke Ridnour,Malik Allen,Ramon Sessions	2	5.0
Charlie Villanueva,Luc Richard Mbah a Moute,Luke Ridnour,Michael Redd,Richard Jefferson	6	8.333333333333334
Charlie Villanueva,Luc Richard Mbah a Moute,Luke Ridnour,Ramon Sessions,Richard Jefferson	6	5.833333333333333
Charlie Villanueva,Luc Richard Mbah a Moute,Malik Allen,Michael Redd,Ramon Sessions	2	5.0
Charlie Villanueva,Luc Richard Mbah a Moute,Malik Allen,Ramon Sessions,Richard Jefferson	3	5.333333333333333
Charlie Villanueva,Luc Richard Mbah a Moute,Malik Allen,Richard Jefferson,Tyronn Lue	1	8.0
Charlie Villanueva,Luc Richard Mbah a Moute,Michael Redd,Ramon Sessions,Richard Jefferson	3	9.333333333333334
Charlie Villanueva,Luc Richard Mbah a Moute,Michael Redd,Richard Jefferson,Tyronn Lue	2	4.0
Charlie Villanueva,Luc Richard Mbah a Moute,Ramon Sessions,Richard Jefferson,Tyronn Lue	4	4.75
Charlie Villanueva,Luke Ridnour,Malik Allen,Michael Redd,Richard Jefferson	2	2.5
Charlie Villanueva,Luke Ridnour,Malik Allen,Ramon Sessions,Richard Jefferson	1	15.0
Charlie Villanueva,Luke Ridnour,Michael Redd,Richard Jefferson,Tyronn Lue	2	6.5
Charlie Villanueva,Malik Allen,Michael Redd,Ramon Sessions,Richard Jefferson	1	10.0
Charlie Villanueva,Malik Allen,Ramon Sessions,Richard Jefferson,Tyronn Lue	2	8.0
Charlie Villanueva,Michael Redd,Michael Ruffin,Mo Williams,Royal Ivey	2	8.5
Charlie Villanueva,Michael Redd,Michael Ruffin,Ramon Sessions,Yi Jianlian	1	2.0
Charlie Villanueva,Michael Redd,Ramon Sessions,Richard Jefferson,Tyronn Lue	1	7.0
Charlie Villanueva,Michael Ruffin,Ramon Sessions,Royal Ivey,Yi Jianlian	1	2.0
Charlie Villanueva,Richard Hamilton,Rodney Stuckey,Tayshaun Prince,Will Bynum	1	2.0
Chase Budinger,Chuck Hayes,David Andersen,Garrett Temple,Kevin Martin	1	5.0
Chase Budinger,Chuck Hayes,David Andersen,Kyle Lowry,Shane Battier	1	12.0
Chase Budinger,Chuck Hayes,David Andersen,Kyle Lowry,Trevor Ariza	1	8.0
Chase Budinger,Chuck Hayes,Garrett Temple,Jared Jeffries,Kevin Martin	1	2.0
Chase Budinger,Chuck Hayes,Garrett Temple,Kevin Martin,Luis Scola	1	7.0
Chase Budinger,Chuck Hayes,Jared Jeffries,Kevin Martin,Kyle Lowry	1	8.0
Chase Budinger,Chuck Hayes,Jared Jeffries,Kyle Lowry,Trevor Ariza	1	4.0
Chase Budinger,Chuck Hayes,Jermaine Taylor,Kyle Lowry,Luis Scola	1	2.0
Chase Budinger,Chuck Hayes,Kevin Martin,Kyle Lowry,Luis Scola	1	3.0
Chase Budinger,Chuck Hayes,Kyle Lowry,Luis Scola,Trevor Ariza	5	6.0
Chase Budinger,Chuck Hayes,Kyle Lowry,Mike Harris,Trevor Ariza	1	2.0
Chase Budinger,David Andersen,Garrett Temple,Jared Jeffries,Jermaine Taylor	2	4.0
Chase Budinger,David Andersen,Garrett Temple,Jared Jeffries,Kevin Martin	1	12.0
Chase Budinger,David Andersen,Garrett Temple,Jermaine Taylor,Jordan Hill	1	5.0
Chase Budinger,David Andersen,Garrett Temple,Kevin Martin,Shane Battier	1	8.0
Chase Budinger,David Andersen,Jared Jeffries,Kevin Martin,Will Conroy	1	3.0
Chase Budinger,David Andersen,Jared Jeffries,Shane Battier,Will Conroy	1	2.0
Chase Budinger,David Andersen,Jermaine Taylor,Kyle Lowry,Shane Battier	1	7.0
Chase Budinger,David Andersen,Jordan Hill,Kyle Lowry,Shane Battier	3	9.666666666666666
Chase Budinger,David Andersen,Kyle Lowry,Luis Scola,Shane Battier	2	6.0
Chase Budinger,David Andersen,Kyle Lowry,Luis Scola,Trevor Ariza	4	3.5
Chase Budinger,Garrett Temple,Hilton Armstrong,Jared Jeffries,Kevin Martin	1	5.0
Chase Budinger,Garrett Temple,Hilton Armstrong,Jared Jeffries,Shane Battier	1	4.0
Chase Budinger,Garrett Temple,Hilton Armstrong,Jermaine Taylor,Jordan Hill	2	6.0
Chase Budinger,Garrett Temple,Jared Jeffries,Jermaine Taylor,Jordan Hill	2	4.0
Chase Budinger,Garrett Temple,Jared Jeffries,Kevin Martin,Trevor Ariza	1	4.0
Chase Budinger,Garrett Temple,Luis Scola,Shane Battier,Trevor Ariza	1	7.0
Chase Budinger,Hilton Armstrong,Jermaine Taylor,Jordan Hill,Kyle Lowry	2	3.5
Chase Budinger,Hilton Armstrong,Jermaine Taylor,Jordan Hill,Mike Harris	1	2.0
Chase Budinger,Hilton Armstrong,Jermaine Taylor,Kyle Lowry,Mike Harris	2	4.0
Chase Budinger,Jared Jeffries,Jermaine Taylor,Jordan Hill,Kyle Lowry	3	18.333333333333332
Chase Budinger,Jared Jeffries,Jermaine Taylor,Jordan Hill,Will Conroy	1	2.0
Chase Budinger,Jared Jeffries,Jermaine Taylor,Kyle Lowry,Luis Scola	1	2.0
Chase Budinger,Jared Jeffries,Jermaine Taylor,Kyle Lowry,Mike Harris	1	6.0
Chase Budinger,Jared Jeffries,Jordan Hill,Kevin Martin,Kyle Lowry	4	12.5
Chase Budinger,Jared Jeffries,Jordan Hill,Kyle Lowry,Trevor Ariza	4	4.25
Chase Budinger,Jared Jeffries,Kevin Martin,Kyle Lowry,Luis Scola	3	4.333333333333333
Chase Budinger,Jared Jeffries,Kevin Martin,Luis Scola,Will Conroy	1	11.0
Chase Budinger,Jared Jeffries,Kyle Lowry,Luis Scola,Trevor Ariza	2	7.0
Chase Budinger,Jared Jeffries,Luis Scola,Shane Battier,Will Conroy	2	5.5
Chase Budinger,Jermaine Taylor,Jordan Hill,Kyle Lowry,Luis Scola	2	5.5
Chase Budinger,Jermaine Taylor,Jordan Hill,Kyle Lowry,Mike Harris	2	4.0
Chase Budinger,Jermaine Taylor,Jordan Hill,Kyle Lowry,Trevor Ariza	2	9.5
Chase Budinger,Jermaine Taylor,Kyle Lowry,Luis Scola,Mike Harris	3	3.3333333333333335
Chase Budinger,Jordan Hill,Kevin Martin,Kyle Lowry,Luis Scola	1	2.0
Chase Budinger,Jordan Hill,Kevin Martin,Kyle Lowry,Shane Battier	1	2.0
Chase Budinger,Jordan Hill,Kyle Lowry,Luis Scola,Shane Battier	1	7.0
Chase Budinger,Jordan Hill,Kyle Lowry,Luis Scola,Trevor Ariza	3	10.666666666666666
Chase Budinger,Jordan Hill,Kyle Lowry,Mike Harris,Trevor Ariza	1	2.0
Chase Budinger,Jordan Hill,Kyle Lowry,Shane Battier,Trevor Ariza	1	11.0
Chase Budinger,Kevin Martin,Kyle Lowry,Luis Scola,Shane Battier	1	6.0
