players	count	points
Aaron Brooks,Chase Budinger,Chuck Hayes,Jared Jeffries,Kyle Lowry	1	2.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Jermaine Taylor,Luis Scola	1	10.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Kevin Martin,Luis Scola	1	44.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Kevin Martin,Shane Battier	1	17.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Kyle Lowry,Luis Scola	5	10.2
Aaron Brooks,Chase Budinger,Chuck Hayes,Kyle Lowry,Mike Harris	1	2.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Luis Scola,Shane Battier	5	11.0
Aaron Brooks,Chase Budinger,Chuck Hayes,Luis Scola,Trevor Ariza	10	12.6
Aaron Brooks,Chase Budinger,David Andersen,Jared Jeffries,Kevin Martin	3	5.0
Aaron Brooks,Chase Budinger,David Andersen,Jared Jeffries,Shane Battier	2	4.5
Aaron Brooks,Chase Budinger,David Andersen,Jermaine Taylor,Joey Dorsey	1	4.0
Aaron Brooks,Chase Budinger,David Andersen,Kevin Martin,Luis Scola	1	6.0
Aaron Brooks,Chase Budinger,David Andersen,Kevin Martin,Shane Battier	2	20.0
Aaron Brooks,Chase Budinger,David Andersen,Kyle Lowry,Trevor Ariza	2	4.0
Aaron Brooks,Chase Budinger,David Andersen,Luis Scola,Shane Battier	2	5.5
Aaron Brooks,Chase Budinger,Garrett Temple,Luis Scola,Shane Battier	1	2.0
Aaron Brooks,Chase Budinger,Hilton Armstrong,Jared Jeffries,Shane Battier	1	4.0
Aaron Brooks,Chase Budinger,Hilton Armstrong,Jermaine Taylor,Mike Harris	1	2.0
Aaron Brooks,Chase Budinger,Hilton Armstrong,Jordan Hill,Kyle Lowry	1	5.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Jordan Hill,Kyle Lowry	3	5.666666666666667
Aaron Brooks,Chase Budinger,Jared Jeffries,Jordan Hill,Shane Battier	1	11.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Kevin Martin,Luis Scola	6	9.666666666666666
Aaron Brooks,Chase Budinger,Jared Jeffries,Kevin Martin,Shane Battier	1	3.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Kevin Martin,Trevor Ariza	1	18.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Kyle Lowry,Luis Scola	3	5.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Luis Scola,Shane Battier	3	5.0
Aaron Brooks,Chase Budinger,Jared Jeffries,Luis Scola,Trevor Ariza	1	7.0
Aaron Brooks,Chase Budinger,Jermaine Taylor,Jordan Hill,Luis Scola	1	9.0
Aaron Brooks,Chase Budinger,Jermaine Taylor,Kyle Lowry,Luis Scola	1	11.0
Aaron Brooks,Chase Budinger,Jermaine Taylor,Luis Scola,Mike Harris	2	2.0
Aaron Brooks,Chase Budinger,Joey Dorsey,Luis Scola,Trevor Ariza	1	4.0
Aaron Brooks,Chase Budinger,Jordan Hill,Kevin Martin,Luis Scola	1	2.0
Aaron Brooks,Chase Budinger,Jordan Hill,Kevin Martin,Shane Battier	1	4.0
Aaron Brooks,Chase Budinger,Jordan Hill,Kevin Martin,Trevor Ariza	2	5.5
Aaron Brooks,Chase Budinger,Jordan Hill,Kyle Lowry,Luis Scola	3	18.0
Aaron Brooks,Chase Budinger,Jordan Hill,Kyle Lowry,Mike Harris	1	6.0
Aaron Brooks,Chase Budinger,Jordan Hill,Kyle Lowry,Trevor Ariza	3	8.0
Aaron Brooks,Chase Budinger,Jordan Hill,Luis Scola,Trevor Ariza	1	18.0
Aaron Brooks,Chase Budinger,Kevin Martin,Luis Scola,Shane Battier	1	19.0
Aaron Brooks,Chase Budinger,Kevin Martin,Luis Scola,Trevor Ariza	2	5.0
Aaron Brooks,Chase Budinger,Kyle Lowry,Luis Scola,Mike Harris	1	12.0
Aaron Brooks,Chase Budinger,Kyle Lowry,Luis Scola,Shane Battier	1	2.0
Aaron Brooks,Chase Budinger,Kyle Lowry,Luis Scola,Trevor Ariza	3	2.6666666666666665
Aaron Brooks,Chase Budinger,Luis Scola,Shane Battier,Trevor Ariza	2	4.5
Aaron Brooks,Chuck Hayes,David Andersen,Kevin Martin,Shane Battier	1	11.0
Aaron Brooks,Chuck Hayes,David Andersen,Kyle Lowry,Trevor Ariza	1	4.0
Aaron Brooks,Chuck Hayes,David Andersen,Shane Battier,Trevor Ariza	1	10.0
Aaron Brooks,Chuck Hayes,Dikembe Mutombo,Luther Head,Tracy McGrady	1	2.0
Aaron Brooks,Chuck Hayes,Gerald Green,Luther Head,Steve Novak	1	9.0
Aaron Brooks,Chuck Hayes,Jared Jeffries,Kevin Martin,Kyle Lowry	1	2.0
Aaron Brooks,Chuck Hayes,Jared Jeffries,Kevin Martin,Trevor Ariza	1	3.0
Aaron Brooks,Chuck Hayes,Jermaine Taylor,Kevin Martin,Luis Scola	1	9.0
Aaron Brooks,Chuck Hayes,Jermaine Taylor,Luis Scola,Trevor Ariza	3	30.0
Aaron Brooks,Chuck Hayes,Kevin Martin,Luis Scola,Shane Battier	9	23.11111111111111
Aaron Brooks,Chuck Hayes,Kevin Martin,Luis Scola,Trevor Ariza	16	29.375
Aaron Brooks,Chuck Hayes,Kevin Martin,Shane Battier,Trevor Ariza	1	7.0
Aaron Brooks,Chuck Hayes,Kyle Lowry,Luis Scola,Shane Battier	5	5.4
Aaron Brooks,Chuck Hayes,Kyle Lowry,Luis Scola,Trevor Ariza	6	6.666666666666667
Aaron Brooks,Chuck Hayes,Kyle Lowry,Mike Harris,Trevor Ariza	2	6.5
Aaron Brooks,Chuck Hayes,Kyle Lowry,Shane Battier,Trevor Ariza	1	2.0
Aaron Brooks,Chuck Hayes,Loren Woods,Luther Head,Steve Novak	1	10.0
Aaron Brooks,Chuck Hayes,Luis Scola,Luther Head,Mike Harris	1	3.0
Aaron Brooks,Chuck Hayes,Luis Scola,Luther Head,Shane Battier	1	9.0
Aaron Brooks,Chuck Hayes,Luis Scola,Luther Head,Steve Novak	1	4.0
Aaron Brooks,Chuck Hayes,Luis Scola,Luther Head,Tracy McGrady	3	5.0
Aaron Brooks,Chuck Hayes,Luis Scola,Mike Harris,Tracy McGrady	2	4.5
Aaron Brooks,Chuck Hayes,Luis Scola,Rafer Alston,Ron Artest	3	3.0
Aaron Brooks,Chuck Hayes,Luis Scola,Rafer Alston,Shane Battier	1	6.0
Aaron Brooks,Chuck Hayes,Luis Scola,Rafer Alston,Von Wafer	1	5.0
Aaron Brooks,Chuck Hayes,Luis Scola,Ron Artest,Shane Battier	1	8.0
Aaron Brooks,Chuck Hayes,Luis Scola,Ron Artest,Tracy McGrady	1	4.0
Aaron Brooks,Chuck Hayes,Luis Scola,Ron Artest,Von Wafer	3	4.333333333333333
Aaron Brooks,Chuck Hayes,Luis Scola,Shane Battier,Tracy McGrady	2	7.0
Aaron Brooks,Chuck Hayes,Luis Scola,Shane Battier,Trevor Ariza	53	27.07547169811321
Aaron Brooks,Chuck Hayes,Luis Scola,Steve Novak,Tracy McGrady	1	2.0
Aaron Brooks,Chuck Hayes,Luis Scola,Tracy McGrady,Trevor Ariza	3	5.666666666666667
Aaron Brooks,Chuck Hayes,Luther Head,Mike Harris,Steve Novak	2	3.0
Aaron Brooks,Chuck Hayes,Luther Head,Shane Battier,Steve Novak	1	5.0
Aaron Brooks,Chuck Hayes,Luther Head,Shane Battier,Tracy McGrady	1	2.0
Aaron Brooks,Chuck Hayes,Luther Head,Shane Battier,Yao Ming	1	4.0
Aaron Brooks,Chuck Hayes,Luther Head,Von Wafer,Yao Ming	1	5.0
Aaron Brooks,Chuck Hayes,Rafer Alston,Ron Artest,Von Wafer	1	4.0
Aaron Brooks,Chuck Hayes,Rafer Alston,Ron Artest,Yao Ming	2	3.5
Aaron Brooks,Chuck Hayes,Rafer Alston,Shane Battier,Yao Ming	2	10.5
Aaron Brooks,Chuck Hayes,Rafer Alston,Tracy McGrady,Yao Ming	1	7.0
Aaron Brooks,Chuck Hayes,Ron Artest,Shane Battier,Yao Ming	6	5.5
Aaron Brooks,Chuck Hayes,Ron Artest,Tracy McGrady,Yao Ming	1	2.0
Aaron Brooks,Chuck Hayes,Ron Artest,Von Wafer,Yao Ming	2	5.5
Aaron Brooks,Chuck Hayes,Shane Battier,Tracy McGrady,Yao Ming	1	3.0
Aaron Brooks,David Andersen,Jared Jeffries,Jermaine Taylor,Kevin Martin	1	2.0
Aaron Brooks,David Andersen,Kevin Martin,Luis Scola,Shane Battier	4	3.25
Aaron Brooks,David Andersen,Kevin Martin,Luis Scola,Trevor Ariza	3	7.666666666666667
Aaron Brooks,David Andersen,Kevin Martin,Shane Battier,Trevor Ariza	1	2.0
Aaron Brooks,David Andersen,Kyle Lowry,Luis Scola,Trevor Ariza	3	9.666666666666666
Aaron Brooks,David Andersen,Kyle Lowry,Shane Battier,Trevor Ariza	1	5.0
Aaron Brooks,David Andersen,Luis Scola,Shane Battier,Trevor Ariza	8	4.625
Aaron Brooks,Dikembe Mutombo,Kirk Snyder,Luis Scola,Mike James	1	6.0
Aaron Brooks,Dikembe Mutombo,Luis Scola,Luther Head,Shane Battier	1	8.0
Aaron Brooks,Dikembe Mutombo,Luis Scola,Luther Head,Tracy McGrady	1	11.0
Aaron Brooks,Dikembe Mutombo,Luis Scola,Ron Artest,Shane Battier	3	23.0
Aaron Brooks,Dikembe Mutombo,Luis Scola,Shane Battier,Von Wafer	1	4.0
Aaron Brooks,Jared Jeffries,Jordan Hill,Kevin Martin,Shane Battier	2	3.5
Aaron Brooks,Jared Jeffries,Jordan Hill,Kevin Martin,Trevor Ariza	1	7.0
Aaron Brooks,Jared Jeffries,Jordan Hill,Shane Battier,Trevor Ariza	1	2.0
Aaron Brooks,Jared Jeffries,Kevin Martin,Luis Scola,Shane Battier	5	9.4
Aaron Brooks,Jared Jeffries,Kevin Martin,Luis Scola,Trevor Ariza	4	10.5
Aaron Brooks,Jared Jeffries,Kyle Lowry,Luis Scola,Trevor Ariza	1	2.0
Aaron Brooks,Jermaine Taylor,Jordan Hill,Luis Scola,Trevor Ariza	1	4.0
Aaron Brooks,Joey Dorsey,Luis Scola,Shane Battier,Trevor Ariza	1	11.0
Aaron Brooks,Jordan Hill,Kevin Martin,Luis Scola,Shane Battier	5	8.6
Aaron Brooks,Jordan Hill,Kevin Martin,Luis Scola,Trevor Ariza	6	6.5
Aaron Brooks,Jordan Hill,Kyle Lowry,Luis Scola,Trevor Ariza	2	13.0
Aaron Brooks,Jordan Hill,Luis Scola,Shane Battier,Trevor Ariza	1	7.0
Aaron Brooks,Justin Williams,Luther Head,Mike Harris,Steve Novak	1	7.0
Aaron Brooks,Kevin Martin,Kyle Lowry,Luis Scola,Trevor Ariza	1	16.0
Aaron Brooks,Kevin Martin,Luis Scola,Shane Battier,Trevor Ariza	4	9.0
Aaron Brooks,Kirk Snyder,Luis Scola,Luther Head,Mike James	1	4.0
Aaron Brooks,Kirk Snyder,Luis Scola,Luther Head,Steve Francis	1	9.0
Aaron Brooks,Kyle Lowry,Luis Scola,Mike Harris,Trevor Ariza	1	4.0
Aaron Brooks,Kyle Lowry,Luis Scola,Ron Artest,Shane Battier	1	2.0
Aaron Brooks,Kyle Lowry,Luis Scola,Ron Artest,Yao Ming	4	5.5
Aaron Brooks,Kyle Lowry,Luis Scola,Shane Battier,Trevor Ariza	7	8.142857142857142
Aaron Brooks,Kyle Lowry,Luis Scola,Shane Battier,Yao Ming	2	3.5
Aaron Brooks,Kyle Lowry,Luis Scola,Tracy McGrady,Trevor Ariza	1	7.0
Aaron Brooks,Kyle Lowry,Ron Artest,Shane Battier,Von Wafer	1	6.0
Aaron Brooks,Kyle Lowry,Ron Artest,Shane Battier,Yao Ming	1	12.0
Aaron Brooks,Kyle Lowry,Ron Artest,Von Wafer,Yao Ming	1	3.0
Aaron Brooks,Loren Woods,Luther Head,Mike Harris,Steve Novak	1	4.0
Aaron Brooks,Luis Scola,Luther Head,Shane Battier,Steve Novak	1	3.0
Aaron Brooks,Luis Scola,Luther Head,Shane Battier,Yao Ming	4	8.75
Aaron Brooks,Luis Scola,Luther Head,Steve Novak,Yao Ming	1	2.0
Aaron Brooks,Luis Scola,Rafer Alston,Ron Artest,Yao Ming	4	10.25
Aaron Brooks,Luis Scola,Rafer Alston,Shane Battier,Yao Ming	4	5.75
Aaron Brooks,Luis Scola,Rafer Alston,Tracy McGrady,Yao Ming	3	15.333333333333334
Aaron Brooks,Luis Scola,Rafer Alston,Von Wafer,Yao Ming	5	3.2
Aaron Brooks,Luis Scola,Ron Artest,Shane Battier,Tracy McGrady	5	5.6
Aaron Brooks,Luis Scola,Ron Artest,Shane Battier,Von Wafer	3	5.666666666666667
Aaron Brooks,Luis Scola,Ron Artest,Shane Battier,Yao Ming	27	33.629629629629626
Aaron Brooks,Luis Scola,Ron Artest,Tracy McGrady,Yao Ming	4	16.25
Aaron Brooks,Luis Scola,Ron Artest,Von Wafer,Yao Ming	3	5.666666666666667
Aaron Brooks,Luis Scola,Shane Battier,Tracy McGrady,Trevor Ariza	1	8.0
Aaron Brooks,Luis Scola,Shane Battier,Tracy McGrady,Yao Ming	7	24.571428571428573
Aaron Brooks,Luis Scola,Shane Battier,Von Wafer,Yao Ming	6	3.3333333333333335
Aaron Brooks,Luis Scola,Tracy McGrady,Von Wafer,Yao Ming	1	4.0
Aaron Brooks,Luther Head,Rafer Alston,Shane Battier,Yao Ming	3	2.3333333333333335
Aaron Brooks,Luther Head,Shane Battier,Von Wafer,Yao Ming	1	2.0
Aaron Brooks,Luther Head,Tracy McGrady,Von Wafer,Yao Ming	1	2.0
Aaron Brooks,Rafer Alston,Ron Artest,Shane Battier,Yao Ming	1	4.0
Aaron Brooks,Rafer Alston,Ron Artest,Tracy McGrady,Yao Ming	2	3.5
Aaron Brooks,Ron Artest,Shane Battier,Tracy McGrady,Yao Ming	3	7.0
Aaron Brooks,Ron Artest,Shane Battier,Von Wafer,Yao Ming	7	5.571428571428571
Aaron Gray,Adrian Griffin,Andres Nocioni,Chris Duhon,Joakim Noah	1	4.0
Aaron Gray,Adrian Griffin,Andres Nocioni,Chris Duhon,Thabo Sefolosha	1	2.0
Aaron Gray,Adrian Griffin,Andres Nocioni,Joakim Noah,Thabo Sefolosha	1	2.0
Aaron Gray,Adrian Griffin,Andres Nocioni,Kirk Hinrich,Tyrus Thomas	1	2.0
Aaron Gray,Adrian Griffin,Andres Nocioni,Thabo Sefolosha,Tyrus Thomas	1	2.0
Aaron Gray,Adrian Griffin,Ben Gordon,Tyrus Thomas,Viktor Khryapa	1	9.0
Aaron Gray,Adrian Griffin,Chris Duhon,Joakim Noah,Luol Deng	1	2.0
Aaron Gray,Adrian Griffin,Chris Duhon,Joakim Noah,Thabo Sefolosha	5	8.2
Aaron Gray,Adrian Griffin,Chris Duhon,Thabo Sefolosha,Tyrus Thomas	1	2.0
Aaron Gray,Adrian Griffin,Joakim Noah,Thabo Sefolosha,Tyrus Thomas	2	3.0
Aaron Gray,Adrian Griffin,Kirk Hinrich,Tyrus Thomas,Viktor Khryapa	1	8.0
Aaron Gray,Andres Nocioni,Ben Gordon,Ben Wallace,Chris Duhon	1	2.0
Aaron Gray,Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich	1	2.0
Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Joakim Noah	3	4.0
Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Joe Smith	2	3.5
Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Luol Deng	6	4.5
Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Thabo Sefolosha	9	8.444444444444445
Aaron Gray,Andres Nocioni,Ben Gordon,Chris Duhon,Tyrus Thomas	6	3.5
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Drew Gooden	1	7.0
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Kirk Hinrich	1	4.0
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Larry Hughes	8	6.625
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Luol Deng	8	6.875
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Thabo Sefolosha	5	6.2
Aaron Gray,Andres Nocioni,Ben Gordon,Derrick Rose,Tyrus Thomas	4	4.75
Aaron Gray,Andres Nocioni,Ben Gordon,Drew Gooden,Kirk Hinrich	2	2.0
Aaron Gray,Andres Nocioni,Ben Gordon,Drew Gooden,Larry Hughes	2	8.0
Aaron Gray,Andres Nocioni,Ben Gordon,Drew Gooden,Thabo Sefolosha	1	13.0
Aaron Gray,Andres Nocioni,Ben Gordon,Joakim Noah,Kirk Hinrich	2	5.5
Aaron Gray,Andres Nocioni,Ben Gordon,Kirk Hinrich,Larry Hughes	1	2.0
Aaron Gray,Andres Nocioni,Ben Gordon,Kirk Hinrich,Luol Deng	21	5.428571428571429
Aaron Gray,Andres Nocioni,Ben Gordon,Kirk Hinrich,Thabo Sefolosha	10	4.3
Aaron Gray,Andres Nocioni,Ben Gordon,Kirk Hinrich,Tyrus Thomas	9	6.333333333333333
Aaron Gray,Andres Nocioni,Ben Gordon,Larry Hughes,Luol Deng	4	5.25
Aaron Gray,Andres Nocioni,Ben Gordon,Larry Hughes,Thabo Sefolosha	2	5.0
Aaron Gray,Andres Nocioni,Ben Gordon,Larry Hughes,Tyrus Thomas	2	6.0
Aaron Gray,Andres Nocioni,Ben Gordon,Lindsey Hunter,Thabo Sefolosha	1	5.0
Aaron Gray,Andres Nocioni,Ben Gordon,Luol Deng,Thabo Sefolosha	2	5.0
Aaron Gray,Andres Nocioni,Ben Gordon,Thabo Sefolosha,Tyrus Thomas	2	2.5
Aaron Gray,Andres Nocioni,Ben Gordon,Thomas Gardner,Tyrus Thomas	1	5.0
Aaron Gray,Andres Nocioni,Ben Wallace,Kirk Hinrich,Thabo Sefolosha	1	4.0
Aaron Gray,Andres Nocioni,Cedric Simmons,Demetris Nichols,Thabo Sefolosha	1	4.0
Aaron Gray,Andres Nocioni,Chris Duhon,Demetris Nichols,Tyrus Thomas	1	4.0
Aaron Gray,Andres Nocioni,Chris Duhon,Joakim Noah,Thabo Sefolosha	3	5.333333333333333
Aaron Gray,Andres Nocioni,Chris Duhon,Kirk Hinrich,Luol Deng	2	8.5
Aaron Gray,Andres Nocioni,Chris Duhon,Kirk Hinrich,Tyrus Thomas	1	19.0
Aaron Gray,Andres Nocioni,Chris Duhon,Larry Hughes,Thabo Sefolosha	2	9.0
Aaron Gray,Andres Nocioni,Chris Duhon,Luol Deng,Thabo Sefolosha	2	3.0
Aaron Gray,Andres Nocioni,Chris Duhon,Luol Deng,Tyrus Thomas	1	4.0
Aaron Gray,Andres Nocioni,Chris Duhon,Thabo Sefolosha,Tyrus Thomas	1	2.0
Aaron Gray,Andres Nocioni,Chris Duhon,Thabo Sefolosha,Viktor Khryapa	1	6.0
Aaron Gray,Andres Nocioni,Demetris Nichols,Kirk Hinrich,Tyrus Thomas	1	4.0
Aaron Gray,Andres Nocioni,Derrick Rose,Drew Gooden,Larry Hughes	1	2.0
Aaron Gray,Andres Nocioni,Derrick Rose,Kirk Hinrich,Luol Deng	4	5.75
Aaron Gray,Andres Nocioni,Derrick Rose,Kirk Hinrich,Thabo Sefolosha	3	3.6666666666666665
Aaron Gray,Andres Nocioni,Derrick Rose,Larry Hughes,Luol Deng	2	10.0
Aaron Gray,Andres Nocioni,Derrick Rose,Larry Hughes,Thabo Sefolosha	2	6.0
Aaron Gray,Andres Nocioni,Derrick Rose,Larry Hughes,Tyrus Thomas	1	6.0
Aaron Gray,Andres Nocioni,Derrick Rose,Lindsey Hunter,Thabo Sefolosha	1	3.0
Aaron Gray,Andres Nocioni,Derrick Rose,Luol Deng,Thabo Sefolosha	2	8.5
Aaron Gray,Andres Nocioni,Derrick Rose,Thabo Sefolosha,Tyrus Thomas	1	4.0
Aaron Gray,Andres Nocioni,Drew Gooden,Lindsey Hunter,Thabo Sefolosha	1	2.0
Aaron Gray,Andres Nocioni,Joakim Noah,Kirk Hinrich,Thabo Sefolosha	2	4.0
Aaron Gray,Andres Nocioni,Joakim Noah,Larry Hughes,Thabo Sefolosha	1	4.0
Aaron Gray,Andres Nocioni,Kirk Hinrich,Larry Hughes,Luol Deng	3	3.6666666666666665
Aaron Gray,Andres Nocioni,Kirk Hinrich,Luol Deng,Thabo Sefolosha	3	2.6666666666666665
Aaron Gray,Andres Nocioni,Larry Hughes,Lindsey Hunter,Tyrus Thomas	1	9.0
Aaron Gray,Andres Nocioni,Larry Hughes,Thabo Sefolosha,Tyrus Thomas	1	14.0
Aaron Gray,Andres Nocioni,Lindsey Hunter,Luol Deng,Tyrus Thomas	1	10.0
Aaron Gray,Andres Nocioni,Lindsey Hunter,Thabo Sefolosha,Tyrus Thomas	1	9.0
Aaron Gray,Anthony Roberson,Ben Gordon,Kirk Hinrich,Tyrus Thomas	1	4.0
Aaron Gray,Anthony Roberson,Derrick Rose,John Salmons,Kirk Hinrich	1	2.0
Aaron Gray,Anthony Roberson,Lindsey Hunter,Linton Johnson,Tyrus Thomas	2	11.5
Aaron Gray,Anthony Roberson,Lindsey Hunter,Luol Deng,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Ben Wallace,Chris Duhon,Kirk Hinrich	1	2.0
Aaron Gray,Ben Gordon,Ben Wallace,Chris Duhon,Thabo Sefolosha	1	4.0
Aaron Gray,Ben Gordon,Ben Wallace,Chris Duhon,Viktor Khryapa	1	2.0
Aaron Gray,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng	1	3.0
Aaron Gray,Ben Gordon,Brad Miller,John Salmons,Kirk Hinrich	1	4.0
Aaron Gray,Ben Gordon,Cedric Simmons,Derrick Rose,Thabo Sefolosha	1	2.0
Aaron Gray,Ben Gordon,Cedric Simmons,Lindsey Hunter,Thabo Sefolosha	2	3.0
Aaron Gray,Ben Gordon,Cedric Simmons,Luol Deng,Shannon Brown	1	2.0
Aaron Gray,Ben Gordon,Chris Duhon,Demetris Nichols,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Chris Duhon,Joakim Noah,Kirk Hinrich	1	8.0
Aaron Gray,Ben Gordon,Chris Duhon,Joakim Noah,Luol Deng	2	7.0
Aaron Gray,Ben Gordon,Chris Duhon,Joakim Noah,Thabo Sefolosha	1	12.0
Aaron Gray,Ben Gordon,Chris Duhon,Joakim Noah,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Chris Duhon,Joakim Noah,Viktor Khryapa	1	4.0
Aaron Gray,Ben Gordon,Chris Duhon,Joe Smith,Kirk Hinrich	1	4.0
Aaron Gray,Ben Gordon,Chris Duhon,Joe Smith,Luol Deng	1	4.0
Aaron Gray,Ben Gordon,Chris Duhon,Kirk Hinrich,Larry Hughes	1	4.0
Aaron Gray,Ben Gordon,Chris Duhon,Kirk Hinrich,Luol Deng	1	4.0
Aaron Gray,Ben Gordon,Chris Duhon,Larry Hughes,Tyrus Thomas	1	11.0
Aaron Gray,Ben Gordon,Chris Duhon,Luol Deng,Thabo Sefolosha	1	20.0
Aaron Gray,Ben Gordon,Chris Duhon,Luol Deng,Tyrus Thomas	1	10.0
Aaron Gray,Ben Gordon,Chris Duhon,Thabo Sefolosha,Tyrus Thomas	3	9.666666666666666
Aaron Gray,Ben Gordon,Demetris Nichols,Thabo Sefolosha,Tyrus Thomas	1	5.0
Aaron Gray,Ben Gordon,Derrick Rose,Drew Gooden,Larry Hughes	4	10.25
Aaron Gray,Ben Gordon,Derrick Rose,Drew Gooden,Luol Deng	7	15.285714285714286
Aaron Gray,Ben Gordon,Derrick Rose,Joakim Noah,Larry Hughes	1	2.0
Aaron Gray,Ben Gordon,Derrick Rose,Joakim Noah,Linton Johnson	1	3.0
Aaron Gray,Ben Gordon,Derrick Rose,Joakim Noah,Luol Deng	1	8.0
Aaron Gray,Ben Gordon,Derrick Rose,Joakim Noah,Thabo Sefolosha	1	2.0
Aaron Gray,Ben Gordon,Derrick Rose,John Salmons,Kirk Hinrich	2	3.0
Aaron Gray,Ben Gordon,Derrick Rose,John Salmons,Tyrus Thomas	1	5.0
Aaron Gray,Ben Gordon,Derrick Rose,Kirk Hinrich,Luol Deng	2	4.0
Aaron Gray,Ben Gordon,Derrick Rose,Kirk Hinrich,Thabo Sefolosha	1	3.0
Aaron Gray,Ben Gordon,Derrick Rose,Kirk Hinrich,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Derrick Rose,Larry Hughes,Luol Deng	1	10.0
Aaron Gray,Ben Gordon,Derrick Rose,Larry Hughes,Tyrus Thomas	7	5.857142857142857
Aaron Gray,Ben Gordon,Derrick Rose,Luol Deng,Thabo Sefolosha	2	2.0
Aaron Gray,Ben Gordon,Derrick Rose,Luol Deng,Tyrus Thomas	9	8.11111111111111
Aaron Gray,Ben Gordon,Derrick Rose,Thabo Sefolosha,Tyrus Thomas	9	13.777777777777779
Aaron Gray,Ben Gordon,Drew Gooden,Kirk Hinrich,Larry Hughes	1	3.0
Aaron Gray,Ben Gordon,Drew Gooden,Kirk Hinrich,Luol Deng	3	2.3333333333333335
Aaron Gray,Ben Gordon,Drew Gooden,Kirk Hinrich,Tyrus Thomas	1	4.0
Aaron Gray,Ben Gordon,Drew Gooden,Larry Hughes,Luol Deng	2	7.0
Aaron Gray,Ben Gordon,Joakim Noah,Kirk Hinrich,Luol Deng	2	4.5
Aaron Gray,Ben Gordon,Joakim Noah,Kirk Hinrich,Tyrus Thomas	1	11.0
Aaron Gray,Ben Gordon,Joakim Noah,Larry Hughes,Thabo Sefolosha	1	3.0
Aaron Gray,Ben Gordon,Joe Smith,Kirk Hinrich,Luol Deng	1	4.0
Aaron Gray,Ben Gordon,Joe Smith,Kirk Hinrich,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Joe Smith,Thabo Sefolosha,Tyrus Thomas	1	2.0
Aaron Gray,Ben Gordon,Kirk Hinrich,Luol Deng,Thabo Sefolosha	3	5.333333333333333
Aaron Gray,Ben Gordon,Kirk Hinrich,Luol Deng,Tyrus Thomas	8	7.25
Aaron Gray,Ben Gordon,Kirk Hinrich,Thabo Sefolosha,Tyrus Thomas	6	6.0
Aaron Gray,Ben Gordon,Larry Hughes,Lindsey Hunter,Tyrus Thomas	2	2.0
Aaron Gray,Ben Gordon,Larry Hughes,Luol Deng,Thabo Sefolosha	2	2.0
Aaron Gray,Ben Gordon,Larry Hughes,Luol Deng,Tyrus Thomas	4	2.25
Aaron Gray,Ben Gordon,Larry Hughes,Thabo Sefolosha,Tyrus Thomas	2	4.5
Aaron Gray,Ben Gordon,Lindsey Hunter,Luol Deng,Tyrus Thomas	1	4.0
Aaron Gray,Ben Gordon,Luol Deng,Thabo Sefolosha,Tyrus Thomas	2	8.5
Aaron Gray,Ben Wallace,Chris Duhon,Kirk Hinrich,Thabo Sefolosha	1	4.0
Aaron Gray,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas	1	4.0
Aaron Gray,Ben Wallace,Kirk Hinrich,Thabo Sefolosha,Tyrus Thomas	1	8.0
Aaron Gray,Brad Miller,Derrick Rose,James Johnson,Jannero Pargo	1	4.0
Aaron Gray,Brad Miller,James Johnson,John Salmons,Lindsey Hunter	1	2.0
Aaron Gray,Brad Miller,Jannero Pargo,John Salmons,Lindsey Hunter	1	3.0
Aaron Gray,Brad Miller,Jannero Pargo,Lindsey Hunter,Tyrus Thomas	1	2.0
Aaron Gray,Cedric Simmons,Chris Duhon,Kirk Hinrich,Shannon Brown	1	3.0
Aaron Gray,Chris Duhon,Joakim Noah,Kirk Hinrich,Tyrus Thomas	1	9.0
